query_id,query,query_kind,family_hint,category_hint,popularity_priority,search_rank,source_title,source_snippet,url,normalized_url,domain,source_role,discovery_stage,final_url,status_code,fetch_ok,fetch_message,page_title,page_description,product_record_count,discovered_product_link_count,search_result_fallback_count,category_scrape_count
mq-00030,collapsible food container official product,general,collapsible,food container,1,2,Amazon.com: Collapsible Food Containers,"Discover space-saving collapsible containers perfect for leftovers, camping, and travel. Microwave and freezer safe options available.",https://www.amazon.com/collapsible-food-containers/s?k=collapsible+food+containers,https://amazon.com/collapsible-food-containers/s,amazon.com,marketplace,search_result,https://www.amazon.com/collapsible-food-containers/s?k=collapsible+food+containers,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /collapsible-food-containers/s?k=collapsible+food+containers (Caused by ResponseError('too many 503 error responses'))",,,1,0,1,1
mq-00019,collapsible cooler product model,general,collapsible,cooler,1,1,"Amazon.com : RTIC 40 Can Everyday Wheeled Cooler, Soft Sided...","Product Summary: RTIC Everyday Wheeled Cooler, Soft Sided Insulated Portable Rolling Collapsible Cooler Bag with Wheels and Handle for Outdoor, Beach, Camping, Sports, Travel, Leakproof.",https://www.amazon.com/RTIC-Everyday-Insulated-Collapsible-Leakproof/dp/B0DML2DPHW,https://amazon.com/RTIC-Everyday-Insulated-Collapsible-Leakproof/dp/B0DML2DPHW,amazon.com,marketplace,search_result,https://www.amazon.com/RTIC-Everyday-Insulated-Collapsible-Leakproof/dp/B0DML2DPHW,200.0,True,allowed,Amazon,Amazon,1,1,0,1
mq-00007,collapsible bucket official product,general,collapsible,bucket,1,1,Amazon.com: Collapsible Bucket,"Browse collapsible buckets ideal for car washing, fishing, gardening, and household tasks. Compact storage design.",https://www.amazon.com/collapsible-bucket/s?k=collapsible+bucket,https://amazon.com/collapsible-bucket/s,amazon.com,marketplace,search_result,https://www.amazon.com/collapsible-bucket/s?k=collapsible+bucket,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /collapsible-bucket/s?k=collapsible+bucket (Caused by ResponseError('too many 503 error responses'))",,,1,0,1,1
mq-00040,collapsible laundry basket official product,general,collapsible,laundry basket,1,1,Collapsible Laundry Baskets in Laundry Storage & Organization,"Shop for Collapsible Laundry Baskets in Laundry Storage & Organization. Buy products such as Black and Decker Collapsible Laundry Basket, White & Gray, Adult at Walmart and save.",https://www.walmart.com/browse/home/collapsible-laundry-baskets/4044_90828_7067220_6738861,https://walmart.com/browse/home/collapsible-laundry-baskets/4044_90828_7067220_6738861,walmart.com,marketplace,search_result,https://www.walmart.com/blocked?url=L2Jyb3dzZS9ob21lL2NvbGxhcHNpYmxlLWxhdW5kcnktYmFza2V0cy80MDQ0XzkwODI4XzcwNjcyMjBfNjczODg2MQ==&uuid=30b6a41a-57e5-11f1-920d-843df81d1390&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,1
mq-00058,collapsible storage bin official product,general,collapsible,storage bin,1,1,Amazon.com: Collapsible Storage Bins,"Shop collapsible storage containers designed for efficient organization. Perfect for home, dorm, and office storage needs.",https://www.amazon.com/collapsible-storage-bins/s?k=collapsible+storage+bins,https://amazon.com/collapsible-storage-bins/s,amazon.com,marketplace,search_result,https://www.amazon.com/collapsible-storage-bins/s?k=collapsible+storage+bins,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /collapsible-storage-bins/s?k=collapsible+storage+bins (Caused by ResponseError('too many 503 error responses'))",,,0,0,0,1
mq-00251,collapsible traffic cone official product,general,collapsible,traffic cone,2,3,Amazon.com: Collapsible Traffic Cones,"BATTIFE [4 Pack] 18 Inch Collapsible Traffic Safety Cones, Orange Cones, Multi Purpose Pop-up Cones with Reflective Collar, for Road Parking, Driving Practice 700+ bought in past month Add to cart Best Seller",https://www.amazon.com/collapsible-traffic-cones/s?k=collapsible+traffic+cones,https://amazon.com/collapsible-traffic-cones/s,amazon.com,marketplace,search_result,https://www.amazon.com/collapsible-traffic-cones/s?k=collapsible+traffic+cones,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /collapsible-traffic-cones/s?k=collapsible+traffic+cones (Caused by ResponseError('too many 503 error responses'))",,,1,0,1,1
mq-00037,collapsible lantern manufacturer product,general,collapsible,lantern,1,1,"KPKJOO Lantern Collapsible Camping Light, Battery Operated ...","Amazon.com: KPKJOO Lantern Collapsible Camping Light, Battery Operated Lanterns LED Super Bright for Power Outages Indoor Emergency Outdoor Camping Hiking ...",https://www.amazon.com/Lantern-Collapsible-Operated-Lanterns-Emergency/dp/B0DPVKJHGW,https://amazon.com/Lantern-Collapsible-Operated-Lanterns-Emergency/dp/B0DPVKJHGW,amazon.com,marketplace,search_result,https://www.amazon.com/Lantern-Collapsible-Operated-Lanterns-Emergency/dp/B0DPVKJHGW,200.0,False,allowed; non_html,,,1,0,1,1
mq-00068,site:leki.com collapsible trekking pole product,known_official_site,collapsible,trekking pole,1,1,LEKI Trekking Poles | Online Shop | LEKI,"Find the right hiking pole for your next mountain adventure Fixed length or folding pole Carbon or aluminium Maximum comfort, maximum support!",https://www.leki.com/int/en/Poles/Hiking-poles,https://leki.com/int/en/Poles/Hiking-poles,leki.com,known_official,search_result,https://www.leki.com/int/en/Poles/Hiking-poles,200.0,True,allowed,LEKI Trekking Poles | Online Shop | LEKI,"Find the right hiking pole for your next mountain adventure ✓ Fixed length or folding pole ✓ Carbon or aluminium ➤ Maximum comfort, maximum support!",1,0,0,1
mq-00046,collapsible pet bowl product model,general,collapsible,pet bowl,1,1,Pet Supplies : Collapsible Dog Bowls - 4 Pack... : Amazon.com,"Product Summary: Collapsible Dog Bowls - 4 Pack, Portable Travel Water and Food Bowl with Carabiner Clip for Dogs and Cats - Ideal for Walking, Traveling, and Hiking. From Guardians.",https://www.amazon.com/Collapsible-Silicone-Portable-Foldable-Carabiner/dp/B07568NGHM,https://amazon.com/Collapsible-Silicone-Portable-Foldable-Carabiner/dp/B07568NGHM,amazon.com,marketplace,search_result,https://www.amazon.com/Collapsible-Silicone-Portable-Foldable-Carabiner/dp/B07568NGHM,200.0,False,allowed; non_html,,,1,0,1,1
mq-00246,collapsible measuring cups official product,general,collapsible,measuring cups,2,1,Amazon.com: Collapsible Measuring Cups,Explore silicone measuring cups that collapse for space-saving storage. Ideal for accurate dry and liquid measurements in any kitchen.,https://www.amazon.com/collapsible-measuring-cups/s?k=collapsible+measuring+cups,https://amazon.com/collapsible-measuring-cups/s,amazon.com,marketplace,search_result,https://www.amazon.com/collapsible-measuring-cups/s?k=collapsible+measuring+cups,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /collapsible-measuring-cups/s?k=collapsible+measuring+cups (Caused by ResponseError('too many 503 error responses'))",,,1,0,1,1
mq-00218,origami kayak official product,general,origami,origami kayak,1,1,Folding Kayaks That Go Anywhere | Oru Kayak,"Oru Kayak boats are puncture + abrasion resistant and built to last. With proper care, they can withstand sliding over rocks, bumping into obstacles, and folding up tens of thousands of times!",https://www.orukayak.com/,https://orukayak.com,orukayak.com,known_official,search_result,https://www.orukayak.com/,200.0,True,allowed,FROM BOX TO BOAT IN MINUTES,,1,16,0,1
mq-00321,origami canoe official product,general,origami,origami canoe,2,1,MyCanoe Origami Folding Canoe Boat,"MyCanoe is an award winning, lightweight, portable folding boat. You can fold and unfold in 5 minutes and enjoy anywhere. Leave behind everything that's ...",https://www.oricanoe.com/?srsltid=AfmBOopB6_d03CYSCmiLbhGwLd0pPCiJi0tlhoYDtNzqK2vcsv_YrCll,https://oricanoe.com,oricanoe.com,known_official,search_result,https://www.oricanoe.com/?srsltid=AfmBOopB6_d03CYSCmiLbhGwLd0pPCiJi0tlhoYDtNzqK2vcsv_YrCll,200.0,True,allowed,MyCanoe Origami Folding Canoe Boat,"MyCanoe is an award winning, lightweight, portable folding boat. You can fold and unfold in 5 minutes and enjoy anywhere. Leave behind everything that’s weighed you down about traditional canoes with MyCanoe's foldable canoes without compromising on durability or performance.",1,16,0,1
mq-00337,foldscope official product,general,origami,paper microscope,2,1,Foldscope Paper Microscopes | Portable Microscopes,Shop Foldscope Products. There is a Foldscope kit for everyone. We offer ... Foldscope has an official app and an online platform called the Microcosmos ...,https://foldscope.com/?srsltid=AfmBOoqvDNAKUtdeuLCF99JMI8y1lFk1d1MbqXDhRWwhfGG_rmvULvex,https://foldscope.com,foldscope.com,known_official,search_result,https://foldscope.com/?srsltid=AfmBOoqvDNAKUtdeuLCF99JMI8y1lFk1d1MbqXDhRWwhfGG_rmvULvex,200.0,True,allowed,Foldscope Paper Microscopes | Portable Microscopes,Foldscope makes science more accessible. Our foldable paper microscopes are low-cost devices that bring the wonders of the microscopic world to all.,1,2,0,1
mq-00333,origami lamp product model,general,origami,origami lamp,2,2,"Amazon.com: Maison Berger Origami Berger Lamp, Blue : Home...",Product Description. Berger lamp for use with Berger catalytic wick and fragrance refill.Water Resistance Level. Not Water Resistant. Model Name. Origami. Global Trade Identification Number. 03127291146389.,https://www.amazon.com/Maison-Berger-Origami-Lamp-Blue/dp/B07929ZWF6,https://amazon.com/Maison-Berger-Origami-Lamp-Blue/dp/B07929ZWF6,amazon.com,marketplace,search_result,https://www.amazon.com/Maison-Berger-Origami-Lamp-Blue/dp/B07929ZWF6,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /Maison-Berger-Origami-Lamp-Blue/dp/B07929ZWF6 (Caused by ResponseError('too many 500 error responses'))",,,1,0,1,1
mq-00327,origami furniture official product,general,origami,origami furniture,2,1,Origami Furniture - Walmart,"Origami Furniture(49) · Origami Multi Purpose Folding Wooden Office Computer Furniture Table Desk, Black $154.99 · Origami 6 Shelf Bookcase Open Organizer ...",https://www.walmart.com/c/kp/origami-furniture,https://walmart.com/c/kp/origami-furniture,walmart.com,marketplace,search_result,https://www.walmart.com/blocked?url=L2Mva3Avb3JpZ2FtaS1mdXJuaXR1cmU=&uuid=36bb2357-57e5-11f1-9e79-2ba4e71db937&vid=&g=b,200.0,True,allowed,Robot or human?,,1,0,0,1
mq-00359,origami packaging product product model,general,origami,origami packaging,3,1,Origami — preview dielines and convert them to 3D models,"What is Origami? Origami is professional dieline software for creating and verifying 2D packaging designs by transforming them into accurate 3D models. It integrates with vector editors like Adobe Illustrator, allowing designers to preview folding animations, apply artwork, and check dielines for errors before production.",https://boxshot.com/origami/,https://boxshot.com/origami,boxshot.com,general_web,search_result,https://boxshot.com/origami/,200.0,True,allowed,Origami,"Make and preview dielines, check them for errors, convert dielines to 3D models. Works with Adobe Illustrator, Affinity Designer and most other vector editors.",1,0,0,1
mq-00363,origami robot kit official product,general,origami,origami robot kit,3,2,Amazon.com: Paper Toy Studio Origami Robot Origami Robot ...,"This high-quality origami paper has been cultivated by traditional, and is reliable and reliable. It comes with a fold instruction book that allows you to easily understand how to fold Olirobo as possible, and to make it exciting and challenging.",https://www.amazon.com/Origami-Robot-Orirobot-Perfect-Released/dp/B08Z7QDGNX,https://amazon.com/Origami-Robot-Orirobot-Perfect-Released/dp/B08Z7QDGNX,amazon.com,marketplace,search_result,https://www.amazon.com/Origami-Robot-Orirobot-Perfect-Released/dp/B08Z7QDGNX,,False,"allowed; HTTPSConnectionPool(host='www.amazon.com', port=443): Max retries exceeded with url: /Origami-Robot-Orirobot-Perfect-Released/dp/B08Z7QDGNX (Caused by ResponseError('too many 500 error responses'))",,,1,0,1,1
mq-00240,roll up solar charger product model,general,rollable,solar charger,1,2,LightSaver Portable Solar Chargers,"Products. LightSaver Portable Solar Charger rolled up. LightSaver Portable Solar Charger. PN: LS-1. Battery Capacity: 3,200mAh. Weight: 4.9oz / 138.9g.",https://www.powerfilmsolar.com/products/lightsavers,https://powerfilmsolar.com/products/lightsavers,powerfilmsolar.com,known_official,search_result,https://www.powerfilmsolar.com/products/lightsavers,200.0,True,allowed,LightSaver Portable Solar Chargers,"LightSaver Portable Solar Chargers combine flexible, lightweight, durable thin-film solar panels with built-in batteries.",1,4,0,1
