product_model_id,family_hint,category_hint,popularity_priority,brand,normalized_brand,product_name,normalized_name,confidence,mean_confidence,evidence_count,source_domain_count,product_domain_count,source_roles,official_source_count,marketplace_source_count,json_ld_record_count,best_url,best_image_url,price,currency,availability,market_status,category_evidence,transformation_evidence,name_token_count,verified_for_volume,included_in_volume
model-c0b29bc0e552,collapsible,water bottle,1,hydrapak,hydrapak,MTN Stow™ 350 ml Collapsible Water Bottle | HydraPak,mtn stow 350 ml,0.725,0.725,1,1,1,known_official,1,0,0,https://www.hydrapak.com/products/mountain-stow%e2%84%a2-350ml,http://www.hydrapak.com/cdn/shop/files/Stow_350ml_Mammoth_Mountain_Front_HighRes.png?v=1740591165,,,,active_or_listed,1.0,0.5,4,True,True
model-ccd65788b516,collapsible,water bottle,1,hydrapak,hydrapak,Stow™ 1 liter Collapsible Water Bottle | HydraPak,stow 1 liter,0.725,0.725,1,1,1,known_official,1,0,0,https://www.hydrapak.com/products/stow-1-l-2021,http://www.hydrapak.com/cdn/shop/files/Stow_1L_Redwood_Front_HP24_WebRes.png?v=1703105573,,,,active_or_listed,1.0,0.5,3,True,True
model-cd960c3c5b58,origami,paper microscope,2,foldscope,foldscope,Assembled Single Pouch (1 Foldscope Paper Microscope).,assembled single pouch 1 paper microscope,0.725,0.725,1,1,1,known_official,1,0,0,https://foldscope.com/products/new-foldscope-assembled-single-pouch-contains-1-single-foldscope-fully-assembled,,,,,active_or_listed,1.0,0.25,6,True,True
model-d00397cc550d,modular,modular backpack,2,boundarysupply,boundarysupply,Modular Waterproof XPac Backpack Systems | Boundary Supply,waterproof xpac backpack systems boundary supply,0.725,0.725,1,1,1,known_official,1,0,0,https://www.boundarysupply.com/collections/all-products,http://www.boundarysupply.com/cdn/shop/collections/Boundary-Supply_Bestsellers_Collection_26668c6f-a0e3-4210-8ffa-63a94afb7a04_2048x_jpg.webp?v=1697128468,,,,active_or_listed,1.0,0.25,6,True,True
model-da64f38e6889,modular,modular mechanical keyboard,1,keychron,keychron,Keychron Q1 QMK Custom Mechanical Keyboard ISO Layout Collection,q1 qmk custom mechanical iso layout collection,0.725,0.725,1,1,1,known_official,1,0,0,https://www.keychron.com/products/keychron-q1-qmk-custom-mechanical-keyboard-iso-layout-collection,http://www.keychron.com/cdn/shop/products/Keychron-Q1-QMK-VIA-Custom-Mechanical-Keyboard-75-Percent-For-Mac-Windows-German-DE-ISO-Layout-Gateron-G-Pro-Red-Switch.jpg?crop=center&height=1200&v=1670227831&width=1200,,,,active_or_listed,1.0,0.25,7,True,True
model-dea6787008f5,modular,modular tool storage,1,dewalt,dewalt,TOUGHSYSTEM 2.0® 24-In. (610mm) Rolling Tower,toughsystem 2 0 24 in 610mm rolling tower,0.725,0.725,1,1,1,known_official,1,0,0,https://www.dewalt.com/en-us/product/dwst60437/toughsystem-20-24-610mm-rolling-tower,https://assets.dewalt.com/NAG/PRODUCT/IMAGES/HIRES/WHITEBG/DWST60437_1.jpg,,,,active_or_listed,1.0,0.25,8,True,True
model-e9dae4ee2f01,modular,modular tool storage,1,dewalt,dewalt,TOUGHSYSTEM 2.0® 24-In. (610mm) Rolling Tool Box,toughsystem 2 0 24 in 610mm rolling tool box,0.725,0.725,1,1,1,known_official,1,0,0,https://www.dewalt.com/en-us/product/dwst08450/toughsystem-20-24-610mm-rolling-tool-box,https://assets.dewalt.com/NAG/PRODUCT/IMAGES/HIRES/WHITEBG/DWST08450_1.jpg,,,,active_or_listed,1.0,0.25,9,True,True
model-febd11acc855,origami,origami kayak,1,orukayak,orukayak,Oru Inlet Sport,oru inlet sport,0.725,0.725,1,1,1,known_official,1,0,0,https://www.orukayak.com/products/inlet-sport?color=Black+&model=Sport,,,,,active_or_listed,1.0,0.25,3,True,True
model-a958b654826d,foldable,headphones,1,sennheiser-hearing,sennheiser hearing,HD 400S | Sennheiser,hd 400s,0.717,0.717,4,3,3,known_official,4,0,0,https://www.sennheiser-hearing.com/p/hd-400s/ckyy7qwn45uew0c474rht4kn1/,http://global.sennheiser-hearing.com/cdn/shop/files/product_detail_x2_desktop_HD400S_1312x1312px_87f2aee6-e34e-4ff4-b3d8-878264e4d166.jpg?v=1775465487,,,,active_or_listed,0.667,0.5,2,True,True
model-21e5ee065b65,collapsible,soft flask,1,hydrapak,hydrapak,SoftFlask™ 150ml 2-Pack – HydraPak,softflask 150ml 2,0.717,0.69,2,1,1,known_official,2,0,0,https://www.hydrapak.com/products/softflask-150ml-2-pack,,,,,active_or_listed,0.667,0.5,3,True,True
model-f5de1d2c1a14,modular,modular tool storage,1,milwaukeetool,milwaukeetool,"15"" PACKOUT Tool & Accessory Storage Tote | Milwaukee Tool",15 packout tool accessory tote milwaukee tool,0.717,0.717,2,1,1,known_official,2,0,0,https://www.milwaukeetool.com/products/details/15-packout-tote/48-22-8315,https://www.milwaukeetool.com/--/web-images/sc/386a2f39db44410eb3f771cfcffb6bc5?hash=a083b4f471f12b36d0eed7d6a2b54760&lang=en&w=200&h=200,,,,active_or_listed,0.667,0.5,7,True,True
model-002e0c5c9dab,modular,modular tool storage,1,milwaukeetool,milwaukeetool,PACKOUT Tool & Accessory Large Storage Box | Milwaukee Tool,packout tool accessory large box milwaukee tool,0.717,0.717,1,1,1,known_official,1,0,0,https://www.milwaukeetool.com/products/details/packout-large-tool-box/48-22-8425,https://www.milwaukeetool.com/--/web-images/sc/04f493110e5e4caa86f0cfc617c17751?hash=bcee12a432b7ae8af3dfec48a9243490&lang=en&w=200&h=200,,,,active_or_listed,0.667,0.5,7,True,True
model-0353239f3e7e,modular,modular tool storage,1,dewalt,dewalt,TOUGHSYSTEM 2.0® Dxl 5-In-1 Modular Workstation,toughsystem 2 0 dxl 5 in 1 workstation,0.717,0.717,1,1,1,known_official,1,0,0,https://www.dewalt.com/en-us/product/dwst60510/toughsystem-20-dxl-5-1-modular-workstation,https://assets.dewalt.com/NAG/PRODUCT/IMAGES/HIRES/WHITEBG/DWST60510_K1.jpg,,,,active_or_listed,0.667,0.5,8,True,True
model-0bb22c3c28a9,modular,modular tool storage,1,milwaukeetool,milwaukeetool,PACKOUT™ Rack Kit | Milwaukee Tool,packout rack milwaukee tool,0.717,0.717,1,1,1,known_official,1,0,0,https://www.milwaukeetool.com/products/details/packout-rack-kit/48-21-8070,https://www.milwaukeetool.com/--/web-images/sc/e4660d0ba3f54ea990e03320c8a67eb6?hash=8c4d55589d89bf3ab4af06f463a2ca20&lang=en&w=200&h=200,,,,active_or_listed,0.667,0.5,4,True,True
model-21a4fa460020,foldable,foldable laptop,2,lenovo,lenovo,ThinkPad X1 Fold | The world’s first foldable PC | Lenovo India,thinkpad x1 fold world s first pc india,0.717,0.717,1,1,1,known_official,1,0,0,https://www.lenovo.com/in/en/p/laptops/thinkpad/thinkpadx1/x1-fold-g1/22tp2x1x1f1,,,,,active_or_listed,0.667,0.5,8,True,True
model-292f804388c3,foldable,foldable laptop,2,lenovo,lenovo,"ThinkPad X1 Fold (16"" Intel) | Seamless, folding 16.3"" OLED ... - Lenovo",thinkpad x1 fold 16 intel seamless 16 3 oled,0.717,0.717,1,1,1,known_official,1,0,0,https://www.lenovo.com/sg/en/p/laptops/thinkpad/thinkpadx1/thinkpad-x1-fold/len101t0047,,,,,active_or_listed,0.667,0.5,9,True,True
model-48f8745bffd5,collapsible,soft flask,1,hydrapak,hydrapak,Water Bottles For Hiking – HydraPak,bottles hiking,0.717,0.717,1,1,1,known_official,1,0,0,https://www.hydrapak.com/collections/collapsible-bottles-for-hiking,,,,,active_or_listed,0.667,0.5,2,True,True
model-48f9b8f68926,modular,modular tool storage,1,milwaukeetool,milwaukeetool,PACKOUT™ Rolling Tool Chest | Milwaukee Tool,packout rolling tool chest milwaukee tool,0.717,0.717,1,1,1,known_official,1,0,0,https://www.milwaukeetool.com/products/details/packout-rolling-tool-chest/48-22-8428,https://www.milwaukeetool.com/--/web-images/sc/9729521cb7f344029e95c64f44ed90d0?hash=657fa6305d4bcaf660f5c9ae73f7cfdb&lang=en&w=200&h=200,,,,active_or_listed,0.667,0.5,6,True,True
model-85df4de5e757,modular,modular tool storage,1,milwaukeetool,milwaukeetool,PACKOUT™ Rolling Drawer Tool Box | Milwaukee Tool,packout rolling drawer tool box milwaukee tool,0.717,0.717,1,1,1,known_official,1,0,0,https://www.milwaukeetool.com/products/details/packout-rolling-drawer-tool-box/48-22-8420,https://www.milwaukeetool.com/--/web-images/sc/1047f7b58ce6440d948ac84262cc892e?hash=42e4d3b357545e77e379874179263498&lang=en&w=200&h=200,,,,active_or_listed,0.667,0.5,7,True,True
model-9f240ee65b54,foldable,foldable laptop,2,lenovo,lenovo,ThinkPad X1 Fold PC | Earn 3X Rewards | Lenovo USOutlet,thinkpad x1 fold pc earn 3x rewards usoutlet,0.717,0.717,1,1,1,known_official,1,0,0,https://www.lenovo.com/us/outletus/en/p/laptops/thinkpad/thinkpadx1/x1-fold-g1/22tp2x1x1f1,,,,,active_or_listed,0.667,0.5,8,True,True
model-a6a8bda54d78,modular,modular tool storage,1,milwaukeetool,milwaukeetool,PACKOUT™ Tool Case W/ Customizable Insert | Milwaukee Tool,packout tool case w customizable insert milwaukee tool,0.717,0.717,1,1,1,known_official,1,0,0,https://www.milwaukeetool.com/products/details/packout-tool-case-w-customizable-insert/48-22-8450,https://www.milwaukeetool.com/--/web-images/sc/bebecc55dbf34710ab0c966dd68cc278?hash=8d1bc1c661abd4105861f4aa4a1c07e4&lang=en&w=200&h=200,,,,active_or_listed,0.667,0.5,8,True,True
model-b9f87c2ca80c,foldable,headphones,1,sennheiser-hearing,sennheiser hearing,Sennheiser HD 400 Wired Headphones,hd 400 wired,0.717,0.717,1,1,1,known_official,1,0,0,https://us.sennheiser-hearing.com/products/hd-400s,http://us.sennheiser-hearing.com/cdn/shop/files/Sennheiser_HD_400_S_Headphones_Main.jpg?v=1759791873,,,,active_or_listed,0.667,0.5,3,True,True
model-41cbc8d60a96,origami,origami canoe,2,oricanoe,oricanoe,About Us,about us,0.715,0.715,1,1,1,known_official,1,0,0,https://www.oricanoe.com/pages/about-our-foldable-canoe-company-and-mycanoe-solo-and-duo-folding-boats,https://www.oricanoe.com/cdn/shop/files/MyCanoe-BlackFriday_1200x.gif?v=1669831917,,,,active_or_listed,1.0,0.5,2,True,True
model-692c5d7fe9a3,origami,origami canoe,2,oricanoe,oricanoe,MyCanoe Origami Folding Canoe Boat,mycanoe boat,0.715,0.715,1,1,1,known_official,1,0,0,https://www.oricanoe.com/,https://www.oricanoe.com/cdn/shop/files/MyCanoe-BlackFriday_1200x.gif?v=1669831917,,,,active_or_listed,1.0,0.75,2,True,True
model-09573488b60f,foldable,wagon,1,,unknown,"Raynesys 3 in 1 Collapsible Wagon Converts to Bench, 220lbs ...",raynesys 3 in 1 converts to bench 220lbs,0.7,0.7,1,1,1,marketplace,0,1,0,https://www.amazon.com/Collapsible-Converts-Foldable-Shopping-Groceries/dp/B0CN5H5BYV,,,,,active_or_listed,1.0,1.0,8,True,True
model-2ffd6daee623,foldable,wagon,1,,unknown,"Collapsible Wagon with Wheels, 220 lbs Wagons Carts Foldable ...",wheels 220 lbs wagons carts,0.7,0.7,1,1,1,marketplace,0,1,0,https://www.amazon.com/Collapsible-Foldable-Flexible-Lightweight-Portable/dp/B0DHRHL3XD,,,,,active_or_listed,1.0,1.0,5,True,True
model-dc4a92cf1f79,foldable,wagon,1,,unknown,Collapsible Wagon 140 L Wagons Carts Foldable with Removable Canopy ...,140 l wagons carts removable canopy,0.7,0.7,1,1,1,marketplace,0,1,0,https://www.homedepot.com/p/Tileon-Collapsible-Wagon-140-L-Wagons-Carts-Foldable-with-Removable-Canopy-Folding-Wagon-Cart-with-Wheels-Serving-Cart-HW-WYHDRA030/333734491,,,,,active_or_listed,1.0,1.0,6,True,True
model-563154865c60,foldable,solar panel,1,goalzero,goalzero,Nomad 100,nomad 10,0.69,0.69,2,1,1,known_official,2,0,0,https://goalzero.com/products/nomad-100-solar-panel,http://goalzero.com/cdn/shop/files/13007_Nomad100wSolarPanel_Ecomm_04_medium_1_bbce3888-c984-41d0-bd3f-ea56505e23d6_1024x1024.jpg?v=1712684669,,,,active_or_listed,1.0,0.5,2,True,True
model-b7b61a69c60a,foldable,solar panel,1,jackery,jackery,Jackery SolarSaga 100W Solar Panel - Jackery,solarsaga 100w,0.69,0.617,2,2,2,known_official,2,0,0,https://my.jackery.com/solar-panels/solarsaga-100w-solar-panel,/content/jackery/my/en/solar-panels/solarsaga-100w-solar-panel/jcr:content/cq:featuredimage.img.png,,,,active_or_listed,0.5,0.5,2,True,True
model-d36c806ca026,collapsible,trekking pole,1,blackdiamondequipment,blackdiamondequipment,Pursuit Carbon FLZ Trekking Poles,pursuit carbon flz trekking poles,0.69,0.668,2,1,1,known_official,2,0,0,https://blackdiamondequipment.com/products/pursuit-carbon-flz-trekking-poles,http://blackdiamondequipment.com/cdn/shop/files/112562_8001_Pursuit_Carbon_FLZ_Trekking_Poles_Octane_02.jpg?v=1777478072,,,,active_or_listed,0.5,0.5,5,True,True
model-052ab5101243,foldable,solar panel,1,anker,anker,Anker SOLIX PS200 Bifacial Portable Solar Panel,solix ps200 bifacial,0.69,0.69,1,1,1,known_official,1,0,0,https://www.ankersolix.com/ca/products/200w-portable-solar-panel,https://cdn.shopify.com/s/files/1/0703/7799/6484/files/200W_01.png?v=1769740406,,,,active_or_listed,0.5,0.5,3,True,True
model-05c420e05d78,foldable,foldable smartphone,1,motorola,motorola,motorolarazr-plus-2023 | motorola,motorolarazr plus 2023,0.69,0.69,1,1,1,known_official,1,0,0,https://www.motorola.com/us/en/p/phones/razr/razr-plus/pmipmfu34mm,,,,,active_or_listed,1.0,0.5,3,True,True
model-0b97ec224a0f,foldable,solar panel,1,ecoflow,ecoflow,Portable Solar Panels | Effortless Power for Outdoor with Solar Energy,panels effortless power outdoor energy,0.69,0.69,1,1,1,known_official,1,0,0,https://us.ecoflow.com/collections/portable-solar-panels,https://us.ecoflow.com/cdn/shop/collections/2.jpg?v=1595475227,,,,active_or_listed,0.5,0.5,5,True,True
model-2ae4e207a805,collapsible,cup,1,stojo,stojo,Amazon.com: STOJO Titan Collapsible Travel Cup With Straw...,amazon com titan travel straw,0.69,0.69,1,1,1,marketplace,0,1,0,https://www.amazon.com/Stojo-Collapsible-Coffee-Reusable-Travel/dp/B08SGFHMJ6,,,,,active_or_listed,1.0,0.5,5,True,True
model-2d172e14bc86,foldable,solar panel,1,goalzero,goalzero,FOLDABLE SOLAR PANELS - Goal Zero,panels goal zero,0.69,0.69,1,1,1,known_official,1,0,0,https://goalzero.com/collections/foldable-solar-panels,,,,,active_or_listed,0.5,0.5,3,True,True
model-32d36aa90df7,foldable,folding e-bike,1,lectricebikes,lectricebikes,Electric Folding Bike | Lectric eBikes,electric lectric ebikes,0.69,0.69,1,1,1,known_official,1,0,0,https://lectricebikes.com/en-ca/collections/folding-electric-bikes,http://lectricebikes.com/cdn/shop/collections/filding_84919ad5-0122-41b3-85e6-cbcc9d798ff0.jpg?v=1774380214,,,,active_or_listed,0.5,0.5,3,True,True
